toxin,numEstimators,score,replicate
micro,50,0.15997752924255126,0
micro,50,0.1673733561151577,1
micro,50,0.16960272078561056,2
micro,50,0.2445179003602881,3
micro,50,-0.1739036978092685,4
micro,50,0.08028153530153437,5
micro,50,0.13049597098034704,6
micro,50,0.15769305046632276,7
micro,50,0.43957252735882435,8
micro,50,0.047388817031914665,9
micro,50,-0.060938816639486415,10
micro,50,-0.1565424903035113,11
micro,50,0.019592553303584448,12
micro,50,-0.3765012791821405,13
micro,50,0.039128233030059856,14
micro,50,-0.037352775900960644,15
micro,50,0.23679835402207827,16
micro,50,0.10251117106883234,17
micro,50,0.25262212538167705,18
micro,50,0.49132186558853963,19
micro,50,0.19322097092277046,20
micro,50,0.06201953049041664,21
micro,50,0.21647297481037486,22
micro,50,0.1436795884808323,23
micro,50,-0.11043209217389194,24
micro,50,0.0678051306930072,25
micro,50,-0.06483174936843272,26
micro,50,-0.15030265602241188,27
micro,50,0.2888985349176074,28
micro,50,-0.3051127515708534,29
micro,50,0.03410105012334419,30
micro,50,0.23418313321356632,31
micro,50,0.10332874616591947,32
micro,50,-0.09539669710192666,33
micro,50,0.06138072289780838,34
micro,50,0.13107274569026506,35
micro,50,-0.09130564729391177,36
micro,50,0.22136422706543102,37
micro,50,-0.0042940319294131335,38
micro,50,0.15909246394207177,39
micro,50,-0.02947042215096718,40
micro,50,0.20651072013902383,41
micro,50,-0.2071514881920944,42
micro,50,-0.02786278309832224,43
micro,50,0.1721196555102109,44
micro,50,0.036237555703937496,45
micro,50,0.16290369576155106,46
micro,50,0.02328050396414072,47
micro,50,-0.24324821870865865,48
micro,50,-0.06457787726156594,49
micro,50,-0.16871620750821403,50
micro,50,0.19976357062549488,51
micro,50,0.03976734610569421,52
micro,50,0.16631118964859404,53
micro,50,0.2093186329108876,54
micro,50,0.1068750060380046,55
micro,50,0.1398407489550325,56
micro,50,-0.23111701931442896,57
micro,50,0.21518756827268148,58
micro,50,-0.12266552367895511,59
micro,50,0.12826475697641382,60
micro,50,0.31133956682896924,61
micro,50,-0.020240344690368506,62
micro,50,-0.19569873973006202,63
micro,50,0.17651586875143666,64
micro,50,-0.2602257044395129,65
micro,50,-0.054757456947640115,66
micro,50,0.049202029053138086,67
micro,50,0.11892561376336741,68
micro,50,0.12053919515696321,69
micro,50,0.2625970260442093,70
micro,50,0.15402608795161943,71
micro,50,0.10579329615064037,72
micro,50,-0.010128444744804899,73
micro,50,0.15653145191518703,74
micro,50,-0.16438501296381003,75
micro,50,-0.34758729588736403,76
micro,50,0.16626330777628573,77
micro,50,-0.06329142654945819,78
micro,50,0.07144060152714793,79
micro,50,0.1601678453650751,80
micro,50,-0.07686766605014395,81
micro,50,0.2705583053932863,82
micro,50,0.4021340770068551,83
micro,50,0.15430818562363535,84
micro,50,0.08773636155013897,85
micro,50,0.24631717433454992,86
micro,50,-0.10535777440668337,87
micro,50,-0.013087562422390064,88
micro,50,-0.03245310160500203,89
micro,50,-0.08198573318704017,90
micro,50,0.01704252822376784,91
micro,50,0.1709172962906077,92
micro,50,-0.008182108083170547,93
micro,50,0.003393760636338672,94
micro,50,0.3046902016607137,95
micro,50,0.06762678627060192,96
micro,50,0.09855986366570857,97
micro,50,0.29643238697281415,98
micro,50,0.3826786824432554,99
ana,50,0.09576711331586396,0
ana,50,0.165545513627954,1
ana,50,0.31804528612972904,2
ana,50,0.4573244449034034,3
ana,50,0.17962809861282902,4
ana,50,-0.044429176678746574,5
ana,50,-0.23869507770538378,6
ana,50,-0.03294074207156528,7
ana,50,0.19412944295642764,8
ana,50,-0.14433324341359466,9
ana,50,0.3686782044733664,10
ana,50,0.27975805584146274,11
ana,50,0.33470027917396594,12
ana,50,0.3073497259886824,13
ana,50,0.28002939122517956,14
ana,50,0.28383255837664056,15
ana,50,0.12133308029281387,16
ana,50,0.1579846382086566,17
ana,50,0.12333761725584025,18
ana,50,0.265662146877523,19
ana,50,-0.13142106690413713,20
ana,50,0.30418887113362936,21
ana,50,-0.05532728253275132,22
ana,50,0.2813357795604361,23
ana,50,0.008731980150376795,24
ana,50,0.28273536073974814,25
ana,50,-0.004947502536347459,26
ana,50,0.28700051192000886,27
ana,50,-0.04034559244250224,28
ana,50,0.09878336148738842,29
ana,50,-0.07890745211112882,30
ana,50,0.049401711309096874,31
ana,50,0.13795932488124296,32
ana,50,0.45057148141422065,33
ana,50,0.21951710894700005,34
ana,50,-0.2586289497713068,35
ana,50,0.21058415582201684,36
ana,50,0.2653619614303473,37
ana,50,0.12116399493047036,38
ana,50,0.12540868264485405,39
ana,50,0.2917900154185227,40
ana,50,0.32506705428681715,41
ana,50,-0.3161801317668649,42
ana,50,0.40697101169383665,43
ana,50,0.27675709106518165,44
ana,50,0.002163939433190709,45
ana,50,0.04435179353252783,46
ana,50,0.4541666595470022,47
ana,50,0.0804322794084179,48
ana,50,0.1439402413303732,49
ana,50,0.19060079825385823,50
ana,50,0.3410805591754503,51
ana,50,0.3144097318867386,52
ana,50,0.22368802088238726,53
ana,50,0.25060550262693215,54
ana,50,0.19951159519879746,55
ana,50,-0.23772188966025287,56
ana,50,0.37026736736901333,57
ana,50,0.332572967967814,58
ana,50,0.5150776078050703,59
ana,50,0.3545429861608065,60
ana,50,0.12132070608469325,61
ana,50,0.21723520465478263,62
ana,50,-0.07822532871843002,63
ana,50,0.18423728664503125,64
ana,50,-0.12246948965792948,65
ana,50,0.13721601205809453,66
ana,50,0.28977888761783344,67
ana,50,0.40102272412554685,68
ana,50,0.18790293300662764,69
ana,50,0.20258785325437134,70
ana,50,0.22611061435109003,71
ana,50,0.3947531872253691,72
ana,50,0.11090229135426466,73
ana,50,-0.2792618732375918,74
ana,50,0.03384263080021599,75
ana,50,0.24514890287125357,76
ana,50,0.41058669475011245,77
ana,50,0.39259271598112155,78
ana,50,-0.1372457324935299,79
ana,50,0.052963593900094086,80
ana,50,0.30711359525609927,81
ana,50,0.2740314157717466,82
ana,50,0.08964445022650336,83
ana,50,0.46587896610246693,84
ana,50,0.1905579765357448,85
ana,50,0.23051074782617287,86
ana,50,0.13974720675983143,87
ana,50,0.15591827294043759,88
ana,50,0.20222979701737953,89
ana,50,0.3021910086718025,90
ana,50,0.18886273753192284,91
ana,50,0.3681357018501358,92
ana,50,-0.17796633124276617,93
ana,50,0.22661714649416143,94
ana,50,0.5845193934230428,95
ana,50,0.0948209871294251,96
ana,50,0.11133943540857161,97
ana,50,0.19714908565453193,98
ana,50,0.21588721331798233,99
cylindro,50,0.34534871404118916,0
cylindro,50,0.3617922434302657,1
cylindro,50,-0.034379461940272193,2
cylindro,50,-0.6039175010034317,3
cylindro,50,-0.4041561395056983,4
cylindro,50,0.5942782109239384,5
cylindro,50,0.02634802615247822,6
cylindro,50,0.3405517396598309,7
cylindro,50,-0.14414128591595676,8
cylindro,50,-0.07528384882853145,9
cylindro,50,0.0150852732020621,10
cylindro,50,0.05901874720135181,11
cylindro,50,0.31172756487402387,12
cylindro,50,0.3058746262981227,13
cylindro,50,0.38601436349744467,14
cylindro,50,0.07087420303627401,15
cylindro,50,-0.14332640990322032,16
cylindro,50,0.13565578346068374,17
cylindro,50,0.1770353925153919,18
cylindro,50,-0.15941529134273846,19
cylindro,50,0.1185774236919721,20
cylindro,50,-0.006749546777908844,21
cylindro,50,0.15367150518965733,22
cylindro,50,0.23465853546628235,23
cylindro,50,-0.20446229859573006,24
cylindro,50,0.34572587211363925,25
cylindro,50,0.19590818128989196,26
cylindro,50,0.3883538523576314,27
cylindro,50,0.5038655070560567,28
cylindro,50,0.17310444662662228,29
cylindro,50,0.05281448674164291,30
cylindro,50,0.3924914367923492,31
cylindro,50,0.11710428814350782,32
cylindro,50,0.37962859602320953,33
cylindro,50,0.38202106308161865,34
cylindro,50,0.05135670341492615,35
cylindro,50,0.348305312120044,36
cylindro,50,0.25367844970554254,37
cylindro,50,-1.003104077794077,38
cylindro,50,0.05084112373858851,39
cylindro,50,-0.1478502954274974,40
cylindro,50,0.14225266054871488,41
cylindro,50,0.5960948502030521,42
cylindro,50,0.121382070135304,43
cylindro,50,0.3015574797090621,44
cylindro,50,0.20526783967970086,45
cylindro,50,0.22417441646785496,46
cylindro,50,0.5715476222120701,47
cylindro,50,0.4161833641132062,48
cylindro,50,-0.017285002097746416,49
cylindro,50,0.36941081205855686,50
cylindro,50,-0.21515962015757428,51
cylindro,50,0.3915648814070044,52
cylindro,50,0.06171159939606785,53
cylindro,50,-0.04927796970843534,54
cylindro,50,0.2521452183177555,55
cylindro,50,0.3674059440618529,56
cylindro,50,0.3564113999000469,57
cylindro,50,0.045815433212990864,58
cylindro,50,0.23979678377900493,59
cylindro,50,0.30051828713293716,60
cylindro,50,0.3586776577858014,61
cylindro,50,0.28058960527041665,62
cylindro,50,0.5072469306891356,63
cylindro,50,0.4050826847894512,64
cylindro,50,0.24868889499631186,65
cylindro,50,0.27293854809077733,66
cylindro,50,0.34555734063307186,67
cylindro,50,0.3855562937585417,68
cylindro,50,-0.22493061318454322,69
cylindro,50,0.5277186924210502,70
cylindro,50,0.33115631067944085,71
cylindro,50,0.32694369891050046,72
cylindro,50,0.08036384331525825,73
cylindro,50,0.3120607314150212,74
cylindro,50,0.2018138448390545,75
cylindro,50,0.02556175663773408,76
cylindro,50,0.5825850695292908,77
cylindro,50,0.3978859919331801,78
cylindro,50,0.37672916622809627,79
cylindro,50,0.35948736996809605,80
cylindro,50,0.4213016399583732,81
cylindro,50,0.22142207917560763,82
cylindro,50,-0.023910343687778113,83
cylindro,50,0.14576123684414322,84
cylindro,50,-0.14339746461928082,85
cylindro,50,0.24654486651550855,86
cylindro,50,0.4429452011244549,87
cylindro,50,0.13170253004604981,88
cylindro,50,0.38872483458393614,89
cylindro,50,0.025862202435654957,90
cylindro,50,0.2334954396135901,91
cylindro,50,0.12325717064263442,92
cylindro,50,0.27814091274003205,93
cylindro,50,0.3949159546430553,94
cylindro,50,0.3308068052733756,95
cylindro,50,-0.06690169583385797,96
cylindro,50,0.09743107323645428,97
cylindro,50,-0.09969248749005577,98
cylindro,50,0.0017357919284037848,99
